0,524288,524289,655361,720897,753665,753666,753667,753668,753669,753670,754182,754438,754566,754567,754568,754569,754577,754581,754583
0,524288,524289,655361,655362,688130,704514,704515,708611,708612,708613,708614,708615,708743,708744,708745,708746,708747,708748,708750
0,524288,524289,655361,720897,720898,737282,737283,737284,739332,740356,740357,740613,740741,740805,740837,740853,740861,740865,740867
0,524288,524289,655361,720897,720898,737282,737283,737284,737285,738309,738821,738822,738950,738951,738952,738953,738954,738958,738959
0,524288,524289,655361,655362,655363,671747,671748,675844,675845,676869,676870,677126,677127,677191,677223,677224,677232,677236,677238
0,524288,524289,655361,655362,688130,704514,704515,708611,710659,711683,712195,712451,712579,712580,712581,712582,712590,712594,712596
0,524288,524289,655361,655362,688130,688131,688132,688133,688134,689158,689670,689926,689927,689991,690023,690039,690040,690044,690045
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749315,749443,749507,749539,749555,749563,749564,749565
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749237,749245,749249,749251
0,524288,524289,655361,720897,753665,770049,778241,782337,784385,784386,784898,784899,785027,785091,785123,785124,785132,785136,785138
0,524288,524289,655361,720897,753665,753666,753667,753668,753669,753670,754182,754438,754566,754630,754662,754663,754671,754675,754676
0,524288,524289,524290,589826,589827,589828,598020,598021,600069,600070,600071,600072,600073,600137,600169,600185,600186,600187,600188
0,524288,524289,655361,720897,720898,737282,737283,737284,739332,740356,740357,740613,740741,740805,740806,740822,740823,740827,740828
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749315,749443,749507,749539,749555,749563,749564,749565
0,1,262145,262146,327682,327683,344067,344068,348164,350212,351236,351748,352004,352132,352196,352228,352244,352252,352253,352255
0,1,262145,393217,458753,458754,475138,483330,487426,487427,488451,488452,488708,488836,488900,488901,488902,488903,488907,488909
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749222,749230,749234,749235
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749252,749284,749300,749308,749312,749314
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749252,749253,749269,749277,749281,749283
0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750854,750855,750871,750872,750876,750878
0,524288,524289,655361,655362,655363,655364,655365,655366,655367,655368,655369,655625,655626,655627,655659,655660,655661,655665,655666
0,524288,524289,655361,720897,720898,737282,745474,749570,749571,749572,750084,750340,750341,750405,750406,750422,750430,750434,750436
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749252,749284,749300,749308,749312,749314
0,524288,786432,786433,786434,819202,819203,819204,819205,819206,819207,819719,819720,819848,819912,819944,819960,819968,819972,819973
0,524288,524289,655361,720897,720898,737282,745474,745475,745476,746500,747012,747013,747014,747078,747110,747111,747112,747116,747118
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749222,749230,749234,749235
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749222,749230,749234,749235
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749252,749253,749269,749277,749278,749280
0,524288,524289,524290,524291,524292,524293,524294,524295,524296,524297,524298,524299,524300,524301,524302,524318,524319,524320,524321
0,524288,524289,655361,655362,688130,688131,696323,696324,698372,698373,698885,699141,699269,699333,699365,699381,699389,699393,699395
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749237,749245,749249,749251
0,524288,524289,655361,655362,688130,704514,704515,708611,708612,709636,710148,710404,710532,710596,710597,710613,710621,710625,710627
0,524288,524289,655361,720897,720898,737282,737283,737284,739332,740356,740868,741124,741125,741189,741221,741222,741230,741234,741235
