0,524288,524289,655361,720897,753665,770049,778241,782337,784385,784386,784898,784899,785027,785091,785123,785124,785132,785133,785135
0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750958,750962,750963
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749252,749253,749269,749277,749278,749280
0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750958,750959,750961
0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750958,750959,750961
0,524288,524289,655361,655362,688130,704514,712706,716802,718850,719874,720386,720642,720770,720834,720866,720882,720890,720894,720896
0,1,262145,393217,458753,491521,491522,499714,503810,505858,505859,505860,506116,506244,506245,506277,506293,506294,506298,506299
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749252,749253,749269,749277,749281,749283
0,1,262145,393217,458753,458754,475138,483330,487426,487427,488451,488963,489219,489220,489284,489285,489286,489287,489288,489289
0,1,262145,262146,327682,360450,376834,376835,380931,382979,382980,383492,383493,383621,383622,383623,383624,383632,383633,383634
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749222,749230,749234,749235
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749315,749443,749444,749476,749492,749493,749497,749499
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749222,749230,749234,749235
0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750958,750959,750961
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749222,749230,749234,749235
0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750958,750959,750961
0,524288,524289,655361,720897,720898,737282,745474,745475,745476,746500,747012,747013,747141,747205,747206,747222,747230,747234,747235
0,524288,524289,655361,655362,688130,704514,712706,712707,714755,715779,716291,716292,716420,716484,716516,716532,716540,716544,716546
0,524288,524289,655361,655362,688130,704514,704515,704516,706564,707588,708100,708356,708484,708548,708580,708596,708604,708608,708610
0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750958,750959,750961
0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750958,750959,750961
0,524288,524289,655361,720897,720898,737282,737283,741379,741380,741381,741893,741894,742022,742023,742055,742071,742072,742073,742075
0,524288,524289,655361,655362,655363,655364,663556,667652,667653,667654,667655,667911,668039,668103,668135,668151,668159,668160,668161
0,524288,524289,655361,720897,753665,770049,770050,770051,770052,771076,771077,771333,771334,771398,771430,771446,771454,771458,771459
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749222,749230,749234,749235
0,524288,524289,655361,655362,655363,655364,663556,667652,667653,668677,669189,669445,669446,669510,669542,669558,669566,669570,669572
0,524288,524289,655361,655362,655363,671747,671748,671749,673797,673798,674310,674311,674312,674376,674377,674393,674401,674402,674403
0,524288,524289,655361,655362,688130,688131,688132,688133,690181,691205,691206,691207,691335,691399,691400,691416,691417,691421,691423
0,1,262145,262146,327682,327683,344067,344068,344069,344070,344071,344583,344584,344712,344776,344808,344809,344817,344821,344822
0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750958,750959,750961
0,524288,524289,655361,720897,720898,737282,745474,745475,745476,746500,747012,747013,747014,747015,747047,747063,747064,747068,747070
0,524288,524289,655361,655362,688130,704514,712706,712707,714755,714756,714757,714758,714886,714950,714982,714998,715006,715007,715009
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749315,749443,749507,749539,749555,749563,749564,749565
0,1,262145,393217,458753,491521,491522,491523,491524,491525,492549,493061,493317,493318,493382,493383,493399,493400,493404,493405
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749222,749230,749234,749235
0,1,262145,262146,262147,294915,294916,303108,303109,303110,304134,304646,304902,304903,304904,304905,304906,304907,304908,304910
0,524288,524289,655361,655362,688130,704514,712706,716802,718850,719874,720386,720642,720770,720834,720866,720882,720890,720894,720896
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749252,749253,749269,749277,749278,749280
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749315,749443,749507,749539,749555,749563,749564,749565
0,524288,524289,655361,655362,688130,704514,712706,712707,714755,714756,714757,715013,715014,715078,715110,715126,715127,715131,715133
0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750597,750598,750599,750600,750601,750602,750603,750605
0,1,262145,393217,393218,393219,393220,393221,393222,395270,395271,395272,395528,395656,395720,395752,395768,395769,395773,395775
0,1,262145,262146,327682,327683,344067,352259,352260,354308,354309,354821,354822,354950,354951,354983,354999,355007,355011,355012
0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750958,750959,750961
0,1,262145,393217,458753,491521,491522,499714,503810,505858,505859,506371,506372,506500,506564,506596,506612,506620,506621,506623
0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750951,750955,750957
0,524288,524289,655361,720897,720898,737282,737283,741379,741380,742404,742916,742917,743045,743046,743078,743094,743095,743099,743101
0,524288,524289,655361,655362,688130,688131,696323,696324,698372,698373,698885,699141,699142,699206,699207,699223,699224,699228,699230
0,1,262145,262146,262147,294915,294916,303108,303109,305157,305158,305159,305415,305543,305544,305576,305592,305593,305597,305599
0,524288,524289,655361,720897,753665,770049,770050,770051,770052,770053,770054,770055,770056,770120,770152,770168,770176,770180,770182
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749222,749230,749234,749235
0,524288,524289,655361,655362,655363,671747,671748,675844,675845,676869,676870,676871,676872,676873,676905,676906,676914,676918,676920
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749252,749284,749300,749308,749312,749314
0,524288,524289,524290,524291,557059,557060,565252,565253,567301,567302,567303,567304,567305,567306,567307,567308,567309,567310,567312
0,524288,786432,917504,917505,917506,917507,917508,917509,917510,917511,918023,918279,918280,918344,918376,918392,918400,918404,918406
0,524288,524289,655361,655362,688130,688131,696323,700419,702467,703491,704003,704259,704387,704451,704483,704499,704507,704511,704513
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749222,749230,749234,749235
0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750958,750959,750961
0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750958,750959,750961
0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750958,750959,750961
0,524288,524289,655361,655362,688130,688131,696323,696324,698372,698373,698885,699141,699142,699206,699207,699223,699224,699228,699229
0,524288,524289,655361,720897,720898,737282,737283,737284,739332,740356,740357,740613,740741,740805,740837,740853,740861,740865,740867
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749222,749230,749234,749235
0,524288,524289,655361,720897,753665,770049,770050,770051,770052,771076,771588,771844,771972,772036,772068,772084,772085,772089,772091
0,524288,524289,655361,720897,720898,737282,745474,745475,745476,746500,747012,747013,747141,747205,747206,747222,747230,747234,747235
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749315,749443,749507,749508,749509,749510,749511,749513
0,1,262145,393217,458753,458754,458755,458756,458757,460805,460806,460807,461063,461064,461065,461097,461113,461121,461125,461126
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749315,749443,749507,749539,749555,749563,749564,749565
0,524288,524289,655361,720897,720898,737282,745474,745475,745476,745477,745989,745990,746118,746182,746214,746215,746223,746227,746228
0,1,262145,262146,327682,360450,376834,376835,380931,380932,380933,380934,381190,381318,381319,381320,381336,381344,381345,381346
0,524288,524289,655361,655362,655363,671747,679939,679940,681988,681989,682501,682757,682885,682949,682981,682997,683005,683009,683011
0,524288,786432,786433,786434,786435,786436,786437,786438,786439,786440,786952,786953,786954,787018,787050,787066,787067,787071,787073
0,524288,524289,655361,720897,753665,770049,770050,770051,772099,772100,772101,772102,772103,772104,772136,772152,772160,772164,772166
0,524288,524289,655361,720897,720898,737282,737283,741379,741380,741381,741382,741638,741639,741703,741704,741720,741728,741729,741731
0,524288,524289,655361,720897,720898,737282,745474,745475,745476,746500,747012,747013,747014,747078,747110,747126,747127,747128,747130
0,524288,524289,655361,720897,720898,737282,737283,741379,741380,742404,742916,742917,743045,743046,743078,743094,743095,743099,743101
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749060,749188,749189,749221,749237,749245,749249,749251
0,524288,524289,655361,720897,753665,770049,778241,782337,784385,785409,785921,785922,786050,786114,786115,786131,786139,786143,786145
0,524288,524289,655361,655362,688130,704514,712706,716802,718850,719874,720386,720642,720770,720771,720803,720819,720827,720831,720833
0,524288,786432,917504,983040,1015808,1032192,1040384,1044480,1046528,1047552,1048064,1048320,1048448,1048512,1048544,1048560,1048568,1048572,1048574
0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750958,750959,750961
0,524288,524289,655361,720897,720898,737282,745474,749570,749571,750595,750596,750852,750853,750917,750949,750950,750958,750959,750961
0,524288,524289,524290,524291,524292,540676,540677,540678,540679,540680,540681,540682,540683,540684,540685,540701,540709,540713,540714
0,524288,524289,655361,720897,720898,737282,745474,745475,747523,748547,749059,749315,749443,749507,749539,749555,749563,749564,749565
0,1,262145,262146,327682,360450,376834,376835,380931,382979,382980,383492,383493,383621,383622,383623,383624,383632,383633,383635
0,524288,524289,655361,720897,753665,753666,753667,753668,753669,753670,754182,754438,754566,754630,754662,754678,754679,754683,754685
0,524288,524289,655361,655362,688130,704514,712706,712707,714755,715779,716291,716547,716675,716739,716771,716787,716795,716799,716801
