"","V1","V2"
"1",0.930241583506888,0.00328286571177411
"2",0.826900961494989,0.00540012588468924
"3",0.962097170817958,0.00295100522447787
"4",0.804009202842838,0.00130559758832617
"5",0.965040468098636,0.00836296613537592
"6",0.933285381031909,0.00400363508591704
"7",1.07609628484365,0.0124541124552656
"8",1.01796433285257,0.00291398536910444
"9",1.07679652562719,0.00468112955348852
"10",1.08770188549801,0.000756454091754748
"11",1.03328640483291,0.00297928745656802
"12",0.780557096292542,0.00425564973820248
"13",1.00491248047817,0.00720144868412604
"14",1.01509830901151,0.00289539091990778
"15",0.893143122976985,0.0106526580445438
"16",1.18102259486504,0.0214139657905829
"17",1.07167258788749,0.00635404046404511
"18",1.04599916283275,0.00354939326987292
"19",1.04490937387023,0.00444385771988004
"20",0.914873274247684,0.00235519905228291
"21",0.851711293415466,0.0129775745287392
"22",0.965993987563389,0.0014917831481228
"23",1.04565437658052,0.00357666437661057
"24",1.00832322557842,0.00196281840450698
"25",0.895043417182396,0.0044633850479919
"26",1.07489507315972,0.00639232803006612
"27",1.07147081033691,0.00632591854385258
"28",1.03907290018378,0.00573451377488157
"29",0.149692760266882,0.0148930930791835
"30",1.15616336714199,0.010221566740129
"31",1.07965976780617,0.00469475925587843
"32",0.984185958289167,0.00597228580843148
"33",0.949178825691773,0.00473279247068461
"34",1.06241596281872,0.000764942755459191
"35",1.08669168104625,0.003547463586783
"36",1.04213512060197,0.00576102405622093
"37",1.02825932299638,0.0034802002096876
"38",1.02683897885489,0.0034103593127801
"39",1.17362901847276,0.00614886516088907
"40",1.03998027841703,0.0125489827221316
"41",1.0448356602534,0.00446107593755678
"42",1.09702495888252,0.0237714049723782
"43",1.17773979735693,0.0383709389414397
"44",1.07294585315144,0.00631832856321791
"45",1.08359110448619,0.00472061628035458
"46",1.07268288411788,0.00634133716502695
"47",1.04307061296909,0.0026212894376409
"48",1.07121527353082,0.00630143594854938
"49",1.02479337932698,0.00343358102388586
"50",0.999734502509835,0.00548123604332184
"51",1.10028494710408,0.00805584525571481
"52",1.03484263591189,0.00691705618069535
"53",1.02516708617068,0.00342822856460603
"54",1.02755590637655,0.00344020812957699
"55",0.866467349231354,0.00175078560659561
"56",0.915819769557111,0.00880555340861522
"57",1.17005551563002,0.00434329433791512
"58",1.07471489987915,0.00639349219312972
"59",0.948127322321783,0.00664323731523645
"60",0.822017052579564,0.00512608542657363
"61",1.01911877536201,0.0110155708037284
"62",0.845572106396985,0.0221458396066227
"63",1.02601254733046,0.0034028243110301
"64",0.92425282623128,0.00554383094510565
"65",0.994799678536091,0.0082145188143649
"66",1.01798540645782,0.00293028526047347
"67",0.960838762497732,0.0151422960052141
"68",1.07307274220198,0.0063535082635746
"69",0.953917566919301,0.0417304669736411
"70",1.16852594872987,0.00612769709275959
"71",1.04240785619756,0.00579393041522312
"72",1.01762528983933,0.00291552464614544
"73",1.06056477241752,0.00987978371016386
"74",0.829870347964705,0.00120871726799073
"75",0.99926630948009,0.0244363313428922
"76",0.792837224633195,0.0155396570301786
"77",1.02713106717641,0.00340058540149476
"78",1.00048960713081,0.00881647570396125
"79",0.972940180440347,0.0025557148091642
"80",0.961805696212433,0.00223562650568299
"81",1.17986551908054,0.0136510478854963
"82",0.797862259988109,0.0403064497633593
"83",1.08478792585914,0.00420415556926287
"84",1.07160684902267,0.00634075248001932
"85",0.965575717000849,0.0112643565945872
"86",1.04344999243727,0.00354063250992206
"87",1.06556378003148,0.0298501934519623
"88",0.984712196712985,0.000586827798084174
"89",1.1250141790722,0.00794939355780723
"90",1.07519350635651,0.00638503628622143
"91",1.02633862784681,0.00346648245694294
"92",1.0244823809454,0.00338914021015301
"93",1.02737950337409,0.00346179446483022
"94",1.19609690320224,0.0153797494750144
"95",0.96336209926261,0.00296420885254151
"96",1.07408417731072,0.00632862931124923
"97",1.13319580584072,0.00184012973694202
"98",1.00120903357566,0.0054864994761645
"99",0.921404503104183,0.00240435734447159
"100",0.979812599729281,0.0251339687701674
"101",1.01379616667998,0.00288802703818704
"102",0.943673375803866,0.00492558086245953
"103",1.11362335842059,0.0355295789752507
"104",1.05970128694559,0.00795522325809579
"105",0.914243168291002,0.00176027377984992
"106",0.991733474748646,0.00112183082069701
"107",0.796078120700644,0.000706025667746806
"108",0.920595084259393,0.00505734963894625
"109",0.96369789268122,0.00230256532270757
"110",1.07610266991498,0.00465854508402079
"111",1.10182396042035,0.00097137506795067
"112",1.03308725403263,0.00559757850923383
"113",1.27580799866127,0.00103416275562608
"114",1.02752784312911,0.00344848279590818
"115",1.02633128484343,0.00343311299494192
"116",0.56571262217843,0.0200367341938582
"117",1.01299794121085,0.00285820529094963
"118",1.16490328065345,0.0369203406687143
"119",1.00103430649406,0.00162904590308596
"120",1.1421823916716,0.0074325407622818
